timestamp,run_id,prompt_version,model,thinking,article_id,input_tokens,output_tokens,duration_seconds,status,fallback_used,validation_error
2026-05-22T01:24:08.153518+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240508180000-2095,1803,710,6.836,ok,False,
2026-05-22T01:24:12.995154+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240526154500-389,1772,211,2.822,ok,False,
2026-05-22T01:24:11.818318+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240524163000-678,1879,532,5.382,ok,False,
2026-05-22T01:24:14.991142+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240528200000-439,1895,99,2.372,ok,False,
2026-05-22T01:24:15.818684+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240529161500-1430,1837,81,1.608,ok,False,
2026-05-22T01:24:17.201356+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240527074500-1089,1902,109,2.807,ok,False,
2026-05-22T01:24:17.364175+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240616184500-527,1900,451,5.028,ok,False,
2026-05-22T01:24:07.322573+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240507063000-270,1894,107,15.347,ok,False,
2026-05-22T01:24:20.009040+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240608021500-87,1854,93,3.226,ok,False,
2026-05-22T01:24:22.393756+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240606183000-5,1914,392,4.021,ok,False,
2026-05-22T01:24:17.427407+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240616180000-576,1913,605,9.148,ok,False,
2026-05-22T01:24:23.236477+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240610133000-1265,1869,91,3.431,ok,False,
2026-05-22T01:24:00.616863+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240520151500-270,1938,979,26.177,ok,False,
2026-05-22T01:24:22.670203+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240606151500-1908,1898,955,7.12,ok,False,
2026-05-22T01:24:26.415365+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240628073000-449,1876,97,4.217,ok,False,
2026-05-22T01:24:26.576571+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240620054500-910,1886,595,5.64,ok,False,
2026-05-22T01:24:29.791631+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240622100000-420,1987,316,6.661,ok,False,
2026-05-22T01:24:32.217058+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240520164500-870,1889,96,4.24,ok,False,
2026-05-22T01:24:36.453463+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240515073000-153,1874,194,4.722,ok,False,
2026-05-22T01:24:30.633417+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240626204500-351,1868,1147,12.953,ok,False,
2026-05-22T01:24:26.795160+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240624123000-1202,1892,454,22.048,ok,False,
2026-05-22T01:24:43.588233+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240517181500-1725,1852,648,7.85,ok,False,
2026-05-22T01:24:12.740660+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240531070000-642,1863,391,39.676,ok,False,
2026-05-22T01:24:41.176584+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240520130000-1544,1894,455,11.47,ok,False,
2026-05-22T01:24:48.844159+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240517160000-1244,1929,305,3.821,ok,False,
2026-05-22T01:24:51.439101+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240508164500-556,1919,412,5.206,ok,False,
2026-05-22T01:24:52.418233+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240503010000-267,1886,499,5.758,ok,False,
2026-05-22T01:24:56.645811+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240513100000-568,1943,149,2.086,ok,False,
2026-05-22T01:24:52.666053+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240429033000-863,1837,1000,6.891,ok,False,
2026-05-22T01:24:52.647755+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240509180000-898,1859,788,7.305,ok,False,
2026-05-22T01:24:58.176818+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240513053000-683,1876,366,4.161,ok,False,
2026-05-22T01:24:59.557496+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240602220000-723,1852,92,4.721,ok,False,
2026-05-22T01:24:59.954157+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240531094500-623,1843,732,6.782,ok,False,
2026-05-22T01:24:26.668663+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240620144500-1015,1849,431,40.368,ok,False,
2026-05-22T01:25:07.038070+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20230307231500-299,1891,278,5.156,ok,False,
2026-05-22T01:25:06.736570+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240527114500-559,1863,366,6.523,ok,False,
2026-05-22T01:25:02.338515+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240531100000-1152,1899,774,11.032,ok,False,
2026-05-22T01:25:13.371673+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240524194500-1103,1883,100,2.362,ok,False,
2026-05-22T01:25:12.195221+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20220905180000-852,1774,362,8.204,ok,False,
2026-05-22T01:25:20.400125+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20240524144500-644,1862,223,2.372,ok,False,
2026-05-22T01:25:13.260078+00:00,eval_v4,v4,deepseek/deepseek-v4-flash,False,20220713174500-1120,1898,726,9.593,ok,False,
